app_id,app_name,category,rating,one_liner,in_top_10,matched_keywords,relevance_score,match_reason,description_preview
6226,"Meditopia: Sleep, Meditation",lifestyle,4.85,🧘 Nature-connected wellness - bring the calming power of plants into your daily routine,NO,,,,"With hundreds of mindfulness meditation apps to pick from, what makes Meditopia so special? Well, unlike most of the other options, Meditopia offers more than just a short-term solution to falling asl..."
8163,Wolt Delivery: Food and more,delivery,4.85,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Enjoy your favorite restaurants and stores, all in one place. The Wolt app makes it easy to discover and order (almost) anything from your city. From delicious food and fresh groceries to pharmacy and..."
8504,Tilt (formerly Empower),finance,4.85,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Tilt is a better way to access money — helping more people get cash and credit by looking at real-time income and spending, not just credit scores, to see their potential. Find your match: Tilt Cash A..."
8922,Chase Mobile®: Bank & Invest,finance,4.84,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Bank securely with the Chase Mobile® app: send and receive money with Zelle®, deposit checks, monitor credit score, budget and track income & spend. Use J.P. Morgan Wealth Management to plan, invest, ..."
9115,Presets for Lightroom - FLTR,Photo & Video,4.84,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Get free trendy presets for Lightroom by FLTR! Try perfect photo & video filters, customize iOS app icons & highlights for Instagram.

In collaboration with professional photographers and famous blogg..."
3155,Dollar General-Digital Coupons,Shopping,4.84,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Download the DG App and join myDG® to earn deals, rewards and bonuses! Explore all the benefits of myDG® for additional savings today. Shop in the app and find everything that you need at the lowest p..."
3437,Paint by Number: Coloring Game,art,4.84,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Feeling stressed? No need to!

Choose from a variety of super fun images, paint just by following the numbers and watch them come to life! Rediscover the joy of painting.

Key features:
- Easy paintin..."
4115,Elvis Delivery,delivery,4.84,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Elvis Delivery is fast growing Georgian delivery platform for food, grocery, flowers, pet food, books and other consumer goods.  Download app, browse partner restaurants and order desired food with on..."
5858,Office Cat: Idle Tycoon Games,office,4.84,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Meow Meow! Become the ultimate office tycoon!
Welcome to Office Cat, the cutest idle tycoon simulation!

Manage an adorable office run by cats and enjoy the charm of idle business games!
Build and gro..."
6784,Connects: Arts+Culture,art,4.84,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"With the Bloomberg Connects app, explore interactive guides to over 1000+ museums, galleries, gardens, and cultural spaces from the palm of your hand. From behind-the-scenes guides to artist and exper..."
7243,Dollar General-Digital Coupons,,4.84,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Download the DG App and join myDG® to earn deals, rewards and bonuses! Explore all the benefits of myDG® for additional savings today. Shop in the app and find everything that you need at the lowest p..."
8259,Houzz - Home Design & Remodel,design,4.84,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"Houzz is the No. 1 app for improving and designing your home. Whether you’re building, remodeling or decorating, Houzz has you covered. Get the Best Home Design Ideas - Browse more than 25 million hig..."
8496,Chase Mobile®: Bank & Invest,finance,4.84,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Bank securely with the Chase Mobile® app: send and receive money with Zelle®, deposit checks, monitor credit score, budget and track income & spend. Use J.P. Morgan Wealth Management to plan, invest, ..."
3394,Forest: Focus for Productivity,productivity,4.83,🌿 Plant-themed productivity - grow your focus while nurturing your green habits,NO,,,,"## Top productivity app in 136 countries. More than 2 million satisfied paying users. Featured in Apple's ""Amazing Apps"" TV commercial.
## Staying focused with the cutest gamified timer. 
## Over 1,50..."
4656,Popl: Digital Business Card,business,4.83,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Welcome to Popl, the #1 digital business card + event lead capture app designed to help you seamlessly capture leads and share stunning digital cards at every event, conference, trade show, expo, and ..."
6333,Mapy.com: Offline gps maps,navigation,4.83,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"PLAN YOUR ROUTE
- hiking and cycling trails 
- cross-country skiing and ski-alpine trails
- unique “travel tips” feature plans a trip through the most interesting places in the area
- route elevation ..."
6969,"Mysc. - Notes, Posts, Space",social media,4.83,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Welcome to Mysc., a unique social media experience that offers a calm, personal space for you to express and connect. Free from the usual noise and pressure, Mysc. is about enjoying the simplicity and..."
7842,Popl: Digital Business Card,business,4.83,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Welcome to Popl, the #1 digital business card + event lead capture app designed to help you seamlessly capture leads and share stunning digital cards at every event, conference, trade show, expo, and ..."
8831,craigslist,lifestyle,4.83,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"All the basics are on craigslist: jobs, housing, furnishings, cars/trucks, goods and services. Save your favorites for later, filter results, set search alerts to get the latest matches sent to you. V..."
8923,J.P. Morgan Mobile,Finance,4.82,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Manage your accounts on the go with our J.P. Morgan Mobile® app. 


As a J.P. Morgan Private Bank or J.P. Morgan Wealth Management client, you can securely access your U.S. investment, banking and cre..."
3212,Plants vs. Zombies™,Games,4.82,🎯 Plant-powered gaming - strategy and fun with botanical themes,NO,,,,"Get ready to soil your plants as a mob of fun-loving zombies is about to invade your home. Use your arsenal of 49 zombie-zapping plants — Peashooters, Wall-nuts, Cherry bombs and more — to mulchify 26..."
3300,Filmigo Video Maker & Editor,video,4.82,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Filmigo is a powerful video editor, intro maker to create stylish video and vlog. With simple steps, a spark video combined with glitch effect, transition, photographer inspired filter, popular theme,..."
3656,"Hopper: Flights, Hotels & Cars",travel,4.82,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"The Hopper app has helped over 100 million travelers find and secure the best price on flights, hotels, homes and car rentals - each and every time they book their trips.

Book Flights, Hotels, Homes ..."
5984,The Vitamin Shoppe - VShoppe,wellness,4.82,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Fueling your best self ever just got easier! The Vitamin Shoppe® app is the fastest way to shop 1000s of the hottest buzz-worthy health and wellness products with easy ways to checkout, earn points to..."
6059,Victoria's Secret—Bras & More,shopping,4.82,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Welcome to the Victoria’s Secret App: Your go-to destination for discovering new trends, exclusive offers, the latest shopping and styling content & so much more.  
 
We have it all—from everyday bras..."
7195,Victoria's Secret—Bras & More,,4.82,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Welcome to the Victoria’s Secret App: Your go-to destination for discovering new trends, exclusive offers, the latest shopping and styling content & so much more. We have it all—from everyday bras, ch..."
7421,"Hopper: Flights, Hotels & Cars",,4.82,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"The Hopper app has helped over 100 million travelers find and secure the best price on flights, hotels, homes and car rentals - each and every time they book their trips. Book Flights, Hotels, Homes &..."
7637,Filmigo Video Maker & Editor,,4.82,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Filmigo is a powerful video editor, intro maker to create stylish video and vlog. With simple steps, a spark video combined with glitch effect, transition, photographer inspired filter, popular theme,..."
7745,The Vitamin Shoppe - VShoppe,,4.82,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Fueling your best self ever just got easier! The Vitamin Shoppe® app is the fastest way to shop 1000s of the hottest buzz-worthy health and wellness products with easy ways to checkout, earn points to..."
3222,Lalamove - Fast & Affordable,delivery,4.81,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Lalamove – 24/7 On-Demand Delivery App
Need something delivered fast?  Lalamove instantly connects you with a vast network of driver partners for fast, simple, and affordable deliveries anytime, anywh..."
3659,Scofield Reference Bible Notes,reference,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"The Scofield Reference Bible Commentary is a widely circulated study Bible edited and annotated by the American Bible student Cyrus I. Scofield, which popularized dispensationalism at the beginning of..."
5021,Principal®,finance,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Keep up with your financial goals on the go.

The updated Principal® app makes it easy to keep on top of your retirement savings and gain insights to help you reach your financial goals. Download and ..."
5062,My Supermarket Story: Shopping,shopping,4.81,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Super hot classic game My Supermarket Story is live now! 

The free collocation of 100 special products.
Kinds of vivid customers come to your supermarket. 
Come to manage the dream world and build yo..."
6854,Thirteen Explore,streaming,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Your favorite THIRTEEN and PBS programs like Masterpiece, Nature and Frontline - streamed right to your iPhone and iPad!

THIRTEEN Explore includes:
* Full episodes from programs such as Masterpiece, ..."
7011,Privat24 for business,business,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"""Privat24 for business"" is a mobile application for legal entities and private entrepreneurs. 
Key features:
	•	Account management: view statements, monitor income and spendings, analyze cash flow.
	•..."
7169,Scofield Reference Bible Notes,,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"The Scofield Reference Bible Commentary is a widely circulated study Bible edited and annotated by the American Bible student Cyrus I. Scofield, which popularized dispensationalism at the beginning of..."
7899,Privat24 for business,business,4.81,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"""Privat24 for business"" is a mobile application for legal entities and private entrepreneurs. Key features: • Account management: view statements, monitor income and spendings, analyze cash flow. • Pa..."
8173,Lalamove - Fast & Affordable,delivery,4.81,"🌸 Flower lover's delight - discover, identify, and care for beautiful blooms",NO,,,,"Lalamove – 24/7 On-Demand Delivery App Need something delivered fast? Lalamove instantly connects you with a vast network of driver partners for fast, simple, and affordable deliveries anytime, anywhe..."
7768,iHerb: Vitamins & Supplements,,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Shop iHerb for the best-curated selection of health and wellness brands, all at a great value, delivered right to your door. With products ranging from vitamins and supplements to sports nutrition, gr..."
3022,ArchAI - AI Garden Designer,design,4.8,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Transform Your Space with ArchAI - AI Home & Garden Designer!



Tired of imagining how your home could look with a new style or layout? Want to effortlessly visualize multiple design options tailored..."
2840,Popeyes®,Food & Drink,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Hey y’all, welcome to the Popeyes® Louisiana Kitchen App! We hope you’re hungry––we’re bringing crunchy Cajun deliciousness right to ya when you order for pickup or delivery through our app.  

FEATUR..."
3001,Happy Color by Numbers Game,Games,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Happy Color® is a relaxing color by number game with over 40,000 FREE high-quality pictures. From nature and fashion to exclusive Disney scenes and original artworks, there’s something for everyone.

..."
4598,Favor: Texas Food Delivery,food,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Favor is the delivery app made by Texans, for Texans. From an extra-hot latte that meets you at the office to queso delivered (almost) right to your couch, we’re here when y’all are hungry.

Texans’ m..."
5130,Documents: File Manager & Docs,productivity,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Documents by Readdle is a super app for iPhone and iPad. It’s your all-in-one solution for working with files at home, in the office, at university, or on the go. Whether you edit, annotate, convert, ..."
6495,iHerb: Vitamins & Supplements,wellness,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Shop iHerb for the best-curated selection of health and wellness brands, all at a great value, delivered right to your door. With products ranging from vitamins and supplements to sports nutrition, gr..."
8164,Favor: Texas Food Delivery,delivery,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Favor is the delivery app made by Texans, for Texans. From an extra-hot latte that meets you at the office to queso delivered (almost) right to your couch, we’re here when y’all are hungry. Texans’ mu..."
8701,Happy Color by Numbers Game,games,4.8,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Happy Color® is a relaxing color by number game with over 40,000 FREE high-quality pictures. From nature and fashion to exclusive Disney scenes and original artworks, there’s something for everyone. C..."
6400,Dragon City: Battle Adventure!,games,4.79,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Ready to master this dragon game and collect and breed tons of adorable fire-breathing dragons?

Build a Dragon City on floating islands, fill it with farms, habitats, buildings…and tons of dragons! T..."
2086,Mureka - AI Music Generator,music,4.78,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Mureka is the ultimate AI music generator, empowering you to effortlessly craft studio-quality tracks with consistent, professional vocals. Own 100% of your original creations and copyrights. Intuitiv..."
2393,Lightroom AI Photo Editor,Photo & Video,4.78,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,Ever wish your photos could really show what makes a moment special? Lightroom is a free photo and video editor that helps you do just that. From your dog’s goofy grin to that sunset that took your br...
3771,Garden Affairs: Design & Match,design,4.78,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Design your perfect home in Garden Affairs, a dazzling Match-3 puzzle game!

Beat clever Match-3 levels with incredible boosters to decorate the mansion of your dreams, foster adorable pets, and unloc..."
5160,Relay | Business Banking,business,4.78,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Relay is online business banking that puts small business owners in complete control of their cash flow.

What Relay offers:

• 20 checking accounts to earmark cash for operations, payroll, taxes and ..."
5914,Uber Eats: Food & Groceries,food,4.78,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,Get food delivery to your doorstep from thousands of amazing local and national restaurants. Find the meal you crave and order food from restaurants easily with the Uber Eats app. Track your order in ...
6160,Flipp: Shop Grocery Deals,shopping,4.78,"🌻 Gardening companion - design, plant, and maintain beautiful garden spaces",NO,,,,"Browse thousands of weekly ads and circulars digitally with the Flipp app, and find deals from over 2000 stores including Walmart, Dollar General, Walgreens and more. Flipp makes it easy to save money..."
8126,Uber Eats: Food & Groceries,delivery,4.78,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,Get food delivery to your doorstep from thousands of amazing local and national restaurants. Find the meal you crave and order food from restaurants easily with the Uber Eats app. Track your order in ...
8281,Garden Affairs: Design & Match,design,4.78,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Design your perfect home in Garden Affairs, a dazzling Match-3 puzzle game! Beat clever Match-3 levels with incredible boosters to decorate the mansion of your dreams, foster adorable pets, and unlock..."
6139,"Whatnot: Shop, Sell, Connect",shopping,4.77,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Whatnot is the largest live shopping platform in the US, UK, and Europe - we’re a marketplace bringing millions together to shop, sell, and connect around the things they love. From bags to beauty, co..."
2038,Sonata - Classical Music Radio,music,4.77,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Best place for Classical Music on the App Store

Change Your Life with classical music

REVIEWS & RATINGS:
-----------------------------
""""I use this when I need to work/concentrate. Always works like..."
2479,Alinea: Personalized Investing,Finance,4.77,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Invest with confidence using Alinea, where investment experts construct portfolios tailored to your goals and AI Allie powers insights that helps you understand and optimize your investments. Track pe..."
3452,Asphalt Legends - Racing Game,games,4.77,🌿 Connect with nature - explore and appreciate the natural world around you,NO,,,,"Ignite your competitive spirit with Asphalt Legends and immerse yourself in this heart-pounding car racing world. Collaborate with fellow drivers to blaze through thrilling online multiplayer races, e..."
4175,Tile Garden : Tiny Home Design,design,4.77,🌻 Transform your space - AI-powered garden design and landscape planning,NO,,,,"Classic fun, triple tile match & home design
Playing fun levels with simple game rules puts your mind at ease.

Enjoy this game when your head is complicated after a tiring day.
Playing through fun le..."
5467,Home Fantasy: Home Design Game,design,4.77,"🏡 Design your green oasis - plan gardens, landscapes, and outdoor living spaces",NO,,,,"You don’t need a strong reason to play a creative, beautiful match game with super cool experiences. But you have one in Home Fantasy, as a famous home designer, you are invite you to show off your de..."
5619,Venue: Relaxing Design Game,design,4.77,🌱 Plant enthusiast tool - everything you need for successful plant care and growth,NO,,,,"Welcome to VENUE, the ultimate relaxing design game where your creativity comes to life. Transform stunning spaces into dream homes and unforgettable events while enjoying a serene gameplay experience..."
